name,hostname,IC,disposition,period,rade,rade_est,rade_err1,rade_err2,radj,radj_est,radj_err1,radj_err2,masse,masse_est,masse_err1,masse_err2,massj,massj_est,massj_err1,massj_err2,tran_depth_ppm,tran_dur_hr,semi_au,eccen,insol,distance_pc,year_discovered,year_confirmed,discoverymethod,facility,st_mass,st_rad,st_teff,st_log_lum,Jmag,Kmag,ra,dec,flag_tran,flag_kepler,flag_k2,url
BD+49 828 b,BD+49 828,,Confirmed,2590.0,,13.518334792054311,,,,1.2060271238348572,,,508.5,,127.1,-63.6,1.5999199236098738,,0.3999013221058308,-0.2001079786461907,,,4.2,0.35,1.673,442.042,2015,2015.0,Radial Velocity,McDonald Observatory,1.52,7.6,4943.0,1.47,7.246,6.571,45.6406187,49.7299481,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/BD+49 828
HD 20794 e,HD 20794,,Confirmed,147.02,,2.0283706848532743,,,,0.18095942294330372,,,4.77,,0.96,-0.86,0.015008098398464302,,0.003020497790885897,-0.002705862604335283,,,0.509,0.29,2.6513,6.00278,2017,2017.0,Radial Velocity,La Silla Observatory,0.813,0.93,5401.0,-0.16311,3.032,2.636,49.9997666,-43.0666533,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 20794
K2-239 b,K2-239,,Confirmed,5.24,1.1,,0.1,-0.1,0.0981355955911151,,0.008921417781010464,-0.008921417781010464,,1.3676011112470468,,,,0.00430295430764042,,,670.0,1.4664,0.0441,,8.227,31.0849,2018,2018.0,Transit,K2,0.4,0.36,3420.0,-1.79588,10.781,9.971,160.5941265,4.4413751,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-239
TOI-880.02,TOI-880,,Confirmed,2.57571,2.19,,0.11,-0.11,0.19537904940412912,,0.009813559559111508,-0.009813559559111508,,5.433121672262753,,,,0.01709451250904577,,,739.6007999999999,1.97,0.0349,,301.8661,60.6679,2021,2024.0,Transit,TESS,0.87,0.83,5050.0,-0.44771,8.463,7.954,94.1644734,-13.987337,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-880
TOI-1232 b,TOI-1232,,Confirmed,14.256,10.92875618,,0.59407598,-0.582867,0.9749999970857999,,0.05300000011243216,-0.05200000017764226,220.57291446,,12.07747947,-12.71313628,0.694000000891348,,0.038000000061046646,-0.04000000005101183,7899.694,4.7250029,0.117,0.065,90.0659,328.604,2019,2026.0,Transit,TESS,1.058,1.072,5823.0,0.07298,11.081,10.697,116.501399,-61.8797935,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1232
WASP-71 b,WASP-71,,Confirmed,2.90367,13.22662,,1.34508,-1.34508,1.1800020285066861,,0.12000020628881554,-0.12000020628881554,441.7837,,104.8839,-104.8839,1.3900069686452063,,0.33000165442655977,-0.33000165442655977,4400.0,5.0469369,0.046,0.0,3384.6097,362.715,2012,2012.0,Transit,SuperWASP,0.76,1.82,6050.0,0.76845,9.636,9.32,29.2634506,0.7588247,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-71
HD 159243 c,HD 159243,,Confirmed,248.4,,13.41644759720801,,,,1.1969373415172664,,,603.9,,41.32,-41.32,1.9000818915791597,,0.13000725908271385,-0.13000725908271385,,,0.8,0.075,2.0315,73.3055,2013,2013.0,Radial Velocity,Haute-Provence Observatory,1.125,1.12,6123.0,0.114,7.581,7.297,263.3395365,5.7008254,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 159243
HIP 91258 b,HIP 91258,,Confirmed,5.0505,,13.74854245289186,,,,1.2265649110220664,,,346.4347,,66.7443,-66.7443,1.090005464621061,,0.21000105281690165,-0.21000105281690165,,,0.06,0.02,166.6086,45.8846,2013,2013.0,Radial Velocity,Haute-Provence Observatory,0.97,0.89,5519.0,-0.222,7.31,6.893,279.2211173,61.7015065,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HIP 91258
HIP 109384 b,HIP 109384,,Confirmed,499.48,,13.533369597671369,,,,1.2073684416565176,,,495.8148,,25.4264,-25.4264,1.5600078209255552,,0.0800004010731054,-0.0800004010731054,,,1.134,0.549,0.3732,58.9582,2016,2016.0,Radial Velocity,Haute-Provence Observatory,0.78,0.831075,5180.0,-0.31878,8.157,7.652,332.408972,71.313956,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HIP 109384
HD 27894 c,HD 27894,,Confirmed,36.07,,8.235635794945237,,,,0.7347354761895067,,,51.48846,,3.49613,-12.7132,0.16200081217303844,,0.011000055147551991,-0.0400002005365527,,,0.198,0.015,9.0713,43.8214,2017,2017.0,Radial Velocity,La Silla Observatory,0.8,0.891767,4875.0,-0.449,7.639,7.071,65.1975693,-59.4096776,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 27894
K2-239 d,K2-239,,Confirmed,10.115,1.1,,0.1,-0.1,0.0981355955911151,,0.008921417781010464,-0.008921417781010464,,1.3676011112470468,,,,0.00430295430764042,,,650.0,1.8384,0.0685,,3.4099,31.0849,2018,2018.0,Transit,K2,0.4,0.36,3420.0,-1.79588,10.781,9.971,160.5941265,4.4413751,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-239
Kepler-778 b,Kepler-778,,Confirmed,3.75574426,1.68,,0.1,-0.13,0.14987981872097578,,0.008921417781010464,-0.011597843115313602,,3.463971676444591,,,,0.01089887374624188,,,417.4,2.2971,0.0453,0.0,216.568,938.168,2011,2016.0,Transit,Kepler,0.81,0.77,5102.0,-0.41318,14.351,13.788,287.4774867,44.2374702,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-778
TOI-1244 b,TOI-1244,,Confirmed,6.400316483,2.467,,0.24,-0.211,0.22009137665752812,,0.02141140267442511,-0.018824191517932076,6.6,,3.8,-3.7,0.020765922312340545,,0.011956137088923343,-0.01164150190237273,1026.6019,2.2098,0.060694,0.0,56.63,102.551,2019,2024.0,Transit,TESS,0.73,0.721,4599.0,-0.62893,10.075,9.422,256.279559,69.519093,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1244
TOI-1466 b,TOI-1466,,Confirmed,1.87190602231,2.46741991,,0.3321413,-0.25190743,0.22012883858293233,,0.029631712996279303,-0.022473714251706484,,6.652629217743646,,,,0.020931512349768394,,,920.0,1.6130211,0.025880769793937365,,167.099,86.5783,2019,2026.0,Transit,TESS,0.66,0.749646,4435.39,-0.80218,9.957,9.196,307.3965319,61.5507253,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1466
K2-157 b,K2-157,,Confirmed,0.3652575,0.935,,0.09,-0.09,0.08341525625244783,,0.008029276002909416,-0.008029276002909416,1.14,,0.41,-0.42,0.003586841126677003,,0.0012900042648575187,-0.0013214677835125801,99.00000000000001,1.161,0.00962,,6660.0,298.373,2018,2018.0,Transit,K2,0.89,0.86,5334.0,-0.2102,11.398,10.98,183.7514959,-5.7820178,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-157
HD 33564 b,HD 33564,,Confirmed,388.0,,12.522949076379147,,,,1.1172246056069748,,,2892.1,,,,9.099564230230316,,,,,,1.1,0.34,2.8331,20.9531,2005,2005.0,Radial Velocity,Haute-Provence Observatory,1.25,1.4367,6250.0,0.53504,4.416,3.911,80.6378979,79.2318488,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 33564
WASP-55 b,WASP-55,,Confirmed,4.465631,14.72860064,,0.23538859,-0.28022452,1.3139999963909808,,0.020999999522729816,-0.02500000015403122,186.2474465,,10.48833743,-10.17050902,0.5860000007410305,,0.03300000003893841,-0.032000000028224056,18355.0,3.53328,0.0558,0.0,504.0,297.462,2012,2012.0,Transit,SuperWASP,1.071,1.09,6096.0,0.16259,10.775,10.396,203.7581951,-17.5034961,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-55
ROXs 12 b,ROXs 12,,Confirmed,,,12.215836120441756,,,,1.0898257757481895,,,5085.0,,1271.0,-1271.0,15.999199236098738,,3.999013221058308,-3.999013221058308,,,210.0,0.83,,136.65,2013,2013.0,Imaging,W. M. Keck Observatory,0.87,1.06627,3850.0,-0.79013,10.282,9.099,246.6167993,-25.446695,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/ROXs 12
bet UMi b,bet UMi,,Confirmed,522.3,,12.745284468302865,,,,1.1370600747955366,,,1938.7,,317.8,-317.8,6.09983236165676,,0.9999106228578524,-0.9999106228578524,,,1.4,0.19,273.9958,38.77472,2014,2014.0,Radial Velocity,Bohyunsan Optical Astronomical Observatory,1.4,38.3,4126.0,2.73,-0.495,-1.287,222.676495,74.155548,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/bet UMi
HD 216536 b,HD 216536,,Confirmed,148.60001,,13.771178125373034,,,,1.2285843339316531,,,333.7215,,127.132,-127.132,1.0500052640845083,,0.400002005365527,-0.400002005365527,,,0.61,0.38,169.5666,376.233,2015,2015.0,Radial Velocity,McDonald Observatory,0.81,9.83,4639.0,1.8,7.172,6.496,343.2665641,44.4777303,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 216536
HIP 65407 b,HIP 65407,,Confirmed,28.125,,14.32583349244454,,,,1.2780674564728993,,,136.03124,,10.17056,-10.17056,0.4280021457411139,,0.03200016042924216,-0.03200016042924216,,,0.177,0.14,20.7979,61.7804,2016,2016.0,Radial Velocity,Haute-Provence Observatory,0.93,0.952252,5460.0,-0.18603,7.963,7.578,201.087663,48.8847322,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HIP 65407
HD 12484 b,HD 12484,,Confirmed,58.83,,13.153396424148507,,,,1.1734694473907794,,,947.1334,,44.4962,-44.4962,2.9800149399731763,,0.14000070187793445,-0.14000070187793445,,,0.297,0.07,11.9305,48.3367,2016,2016.0,Radial Velocity,Haute-Provence Observatory,1.01,1.001848,5920.0,0.02217,7.074,6.706,30.6115322,2.8158078,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 12484
NGTS-1 b,NGTS-1,,Confirmed,2.647298,14.90797,,6.83749,-3.69897,1.3300022863677055,,0.6100010486348123,-0.3300005672942427,258.07796,,20.97678,-23.83725,0.8120040708920199,,0.06600033088531196,-0.07500037600603632,21367.8825,1.23,0.0326,0.016,65.3,218.121,2017,2017.0,Transit,Next-Generation Transit Survey (NGTS),0.617,0.573,3916.0,-1.15326,12.702,11.936,82.7142134,-36.6309812,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/NGTS-1
K2-148 b,K2-148,,Confirmed,4.38395,1.33,,0.19,-0.18,0.11865485648743916,,0.01695069378391988,-0.016058552005818832,,2.3298087569091677,,,,0.007330398128573708,,,324.0,1.776,0.0454,,48.8,124.458,2018,2018.0,Transit,K2,0.65,0.632,4079.0,-0.99568,11.082,10.292,14.5176494,-0.193258,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-148
K2-158 b,K2-158,,Confirmed,10.06049,2.64,,0.16,-0.1,0.23552542941867624,,0.014274268449616741,-0.008921417781010464,,7.461772109737924,,,,0.02347736059745563,,,700.0000000000001,3.8,0.0887,,87.3327,197.299,2018,2018.0,Transit,K2,0.92,0.95,5503.0,-0.16298,10.432,9.974,179.9397081,-5.7216879,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-158
HD 86081 b,HD 86081,,Confirmed,2.1378431,,13.564753603906308,,,,1.210168339969155,,,470.3884,,73.1009,-73.1009,1.4800074198524498,,0.23000115308517802,-0.23000115308517802,,,0.0346,0.0119,2003.7697,103.936,2006,2006.0,Radial Velocity,W. M. Keck Observatory,1.21,1.46,5939.0,0.38,7.628,7.299,149.0243714,-3.8083543,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 86081
HD 45652 b,HD 45652,,Confirmed,44.073,,14.31851429707027,,,,1.2774144804753522,,,137.62039,,24.15508,-24.15508,0.43300217080818293,,0.07600038101945013,-0.07600038101945013,,,0.237,0.607,11.2332,34.8541,2008,2008.0,Radial Velocity,Haute-Provence Observatory,0.92,0.94,5294.0,-0.2,6.703,6.263,97.3058709,10.9336212,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 45652
WASP-62 b,WASP-62,,Confirmed,4.41195,14.79588,,0.89672,-0.89672,1.3200022691769708,,0.08000013752587702,-0.08000013752587702,165.2716,,25.4264,-25.4264,0.5200026069751851,,0.0800004010731054,-0.0800004010731054,12000.0,3.816,0.0571,0.0,1817.8874,175.631,2012,2012.0,Transit,SuperWASP,1.11,1.23,6230.0,0.3456,9.272,8.944,87.1398205,-63.9883286,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-62
HIP 65426 b,HIP 65426,,Confirmed,,16.8135,,1.1209,-1.1209,1.5000025786101943,,0.10000017190734628,-0.10000017190734628,2860.47,,953.49,-953.49,9.000045120724357,,3.0000150402414523,-3.0000150402414523,,,92.0,,0.0022,108.875,2017,2017.0,Imaging,Paranal Observatory,1.96,1.77,8840.0,1.26895,6.826,6.771,201.1501727,-51.5045384,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HIP 65426
K2-148 d,K2-148,,Confirmed,9.7579,1.64,,0.24,-0.21,0.14631125160857159,,0.02141140267442511,-0.018734977340121972,,3.32511135204182,,,,0.010461970305512434,,,504.0,1.8,0.0774,,16.8,124.458,2018,2018.0,Transit,K2,0.65,0.632,4079.0,-0.99568,11.082,10.292,14.5176494,-0.193258,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-148
GJ 1265 b,GJ 1265,,Confirmed,3.6511,,2.627105314123385,,,,0.23437504062007444,,,7.4,,0.5,-0.5,0.02328300380474546,,0.0015731759327530716,-0.0015731759327530716,,,0.026,0.04,5.3846,10.2525,2018,2018.0,Radial Velocity,Calar Alto Observatory,0.178,0.192,3236.0,-2.4389,8.955,8.115,333.4324675,-17.6870623,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/GJ 1265
HD 6061 b,HD 6061,,Confirmed,5.2549,2.42763557,,0.09903199,-0.07283589,0.21657951140011472,,0.008835057564748503,-0.006497994041417221,10.0,,2.5,-2.5,0.03146351865506143,,0.007865879663765358,-0.007865879663765358,567.0,3.239598,0.06,0.0,339.1,67.6203,2019,2023.0,Transit,TESS,1.0269,1.0072,5934.0,0.05538,7.711,7.392,15.5981441,37.1854394,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 6061
FU Tau b,FU Tau,,Confirmed,,,12.215806524615735,,,,1.0898231353809045,,,5085.28,,,,16.00008021462108,,,,,,800.0,,,133.4950466,2008,2008.0,Imaging,Spitzer Space Telescope,0.05,,2838.0,-0.69897,10.781,9.324,65.8974962,25.0506711,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/FU Tau
Kepler-19 c,Kepler-19,,Confirmed,28.731,,3.6776703052782276,,,,0.3281003325420336,,,13.1,,2.7,-2.7,0.041217209438130474,,0.008495150036866588,-0.008495150036866588,,,0.1765736996,0.21,22.1608,218.562,2011,2011.0,Transit Timing Variations,Kepler,0.936,0.859,5544.0,-0.16056,10.719,10.318,290.4209694,37.8516556,False,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-19
Kepler-25 d,Kepler-25,,Confirmed,122.4,,10.025667944187806,,,,0.894431722637837,,,71.9,,9.8,-9.8,0.2262226991298917,,0.030834248281960207,-0.030834248281960207,,,0.4164221832,0.13,15.2243,243.249,2014,2014.0,Radial Velocity,W. M. Keck Observatory,1.165,1.316,6354.0,0.4216,9.764,9.493,286.6383905,39.4879038,False,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-25
HIP 8541 b,HIP 8541,,Confirmed,1852.14387,,12.614301783012628,,,,1.1253745622200084,,,2451.7283316,,602.28483126,-32.73632592,7.714000009843923,,1.8950000024009537,-0.1030000001282091,,,3.729,0.36,1.4683,155.121,2016,2016.0,Radial Velocity,Multiple Observatories,2.009,6.84,4672.0,1.31,6.012,5.29,27.5271962,-54.4651633,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HIP 8541
K2-113 b,K2-113,,Confirmed,5.817685,12.14,,0.35,-0.35,1.0830601186146702,,0.03122496223353662,-0.03122496223353662,410.0007,,41.3179,-44.4962,1.2900064673038245,,0.13000065174379627,-0.14000070187793445,8378.0,3.0744,0.0642,0.0,277.39,635.722,2017,2017.0,Transit,K2,1.04,1.24,5660.0,0.0086,12.347,11.949,19.4493823,6.8688469,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-113
K2-152 b,K2-152,,Confirmed,32.6479,2.29,,0.25,-0.24,0.2043004671851396,,0.022303544452526157,-0.02141140267442511,,5.861003172144808,,,,0.018440778264415238,,,1590.0,4.0,0.1716,,2.9,108.449,2018,2018.0,Transit,K2,0.63,0.61,4044.0,-1.06048,10.956,10.096,181.6324078,-5.8274311,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-152
K2-243 c,K2-243,,Confirmed,24.94598,2.01,,0.15,-0.13,0.1793204973983103,,0.013382126671515693,-0.011597843115313602,,4.696885192237493,,,,0.014778053486664614,,,190.0,5.2,0.1817,,80.9171,266.864,2018,2018.0,Transit,K2,1.29,1.39,6570.0,0.42675,9.852,9.591,181.1211419,-4.8991358,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-243
HD 13167 b,HD 13167,,Confirmed,2613.0,,13.092753554399355,,,,1.1680592436260635,,,1052.0173,,50.8528,-50.8528,3.3100165943997357,,0.1600008021462108,-0.1600008021462108,,,4.1,0.563,0.5428,148.934,2018,2018.0,Radial Velocity,W. M. Keck Observatory,1.35,2.39,5671.0,0.96025,7.081,6.711,32.057635,-24.695575,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 13167
TOI-929 b,TOI-929,,Confirmed,5.83015366944,2.68983343,,0.22609669,-0.20537812,0.23997127790358364,,0.020171030303936105,-0.018322640115985004,,7.702479265244896,,,,0.024234710005225663,,,1310.0,2.865684,0.05628930219853526,,59.7261,114.421,2019,2026.0,Transit,TESS,0.7,0.717414,4457.16,-0.73994,10.436,9.716,45.9071657,-39.9307758,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-929
K2-162 b,K2-162,,Confirmed,9.45889,1.44,,0.11,-0.07,0.12846841604655065,,0.009813559559111508,-0.006244992446707324,,2.666321718592877,,,,0.008389186313334246,,,266.9,3.0,0.0795,,34.8621,124.433,2018,2018.0,Transit,K2,0.75,0.69,4842.0,-0.65691,10.517,9.898,186.0383865,-1.111479,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-162
K2-161 b,K2-161,,Confirmed,9.283188,6.11721229,,1.63323815,-0.78261667,0.5457420649422173,,0.14570799872034634,-0.06982050275453197,,31.077841896705642,,,,0.09778182582760478,,,476.86691781303233,,0.08606478269802674,,1120.9056206508628,916.319,2018,2018.0,Transit,K2,0.986876,2.568173,4972.0,0.91922,10.852,10.261,183.7938491,-3.4956913,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-161
KELT-3 b,KELT-3,,Confirmed,2.70339,17.48604,,1.23299,-1.23299,1.5600026817546018,,0.1100001890980809,-0.1100001890980809,616.5902,,104.8839,-104.8839,1.940009726022806,,0.33000165442655977,-0.33000165442655977,8900.0,3.1512,0.04123,0.0,1704.57,210.252,2013,2013.0,Transit,KELT,1.96,1.7,6304.0,0.62523,8.963,8.662,148.6431193,40.3879446,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/KELT-3
Kepler-97 c,Kepler-97,,Confirmed,,,,,,,,,,,,,,,,,,,,,,,400.907,2014,2014.0,Radial Velocity,W. M. Keck Observatory,0.94,0.98,5779.0,-0.02505,11.744,11.345,287.3265292,48.6733443,False,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-97
KELT-14 b,KELT-14,,Confirmed,1.7100566,19.537287,,0.526823,-0.526823,1.7430029963450455,,0.04700008079645276,-0.04700008079645276,408.09372,,10.17056,-10.17056,1.2840064372233417,,0.03200016042924216,-0.03200016042924216,13859.999999999998,2.18808,0.03005,0.0,826.113,250.121,2016,2016.0,Transit,KELT-South,1.239,1.52,5720.0,0.27875,9.808,9.424,108.301409,-42.4097623,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/KELT-14
tau Cet h,tau Cet,,Confirmed,49.41,,1.1931192535372221,,,,0.10644315323372905,,,1.83,,0.68,-0.26,0.0057578239138762425,,0.0021395192685441777,-0.0008180514850315972,,,0.243,0.23,8.3829,3.60304,2017,2017.0,Radial Velocity,Multiple Observatories,0.783,0.83,5310.0,-0.30539,2.149,1.794,26.0093029,-15.9337987,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/tau Cet
K2-154 c,K2-154,,Confirmed,7.95486,2.07,,0.18,-0.13,0.18467334806691657,,0.016058552005818832,-0.011597843115313602,,4.93739689765492,,,,0.015534787939680801,,,1100.0,2.1,0.0677,,20.5,129.356,2018,2018.0,Transit,K2,0.65,0.63,4097.0,-1.01773,11.219,10.368,189.0015173,-2.6696217,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-154
K2-246 b,K2-246,,Confirmed,5.76918,3.49,,0.25,-0.21,0.3113574805572652,,0.022303544452526157,-0.018734977340121972,,11.985357136573532,,,,0.037710150785415494,,,1340.0,3.4,0.0602,,194.9508,703.616,2018,2018.0,Transit,K2,0.87,0.94,5610.0,-0.15088,13.168,12.788,181.6296115,-1.1606,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-246
TOI-969 b,TOI-969,,Confirmed,1.8237305,2.765,,0.088,-0.097,0.2466772016449393,,0.007850847647289208,-0.00865377524758015,9.1,,1.0,-1.0,0.028631801976105903,,0.0031463518655061432,-0.0031463518655061432,1435.0,1.519,0.02636,,188.0,77.2554,2019,2022.0,Transit,TESS,0.734,0.671,4435.0,-0.70042,9.596,8.879,115.1366858,2.0985879,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-969
TOI-1291 b,TOI-1291,,Confirmed,7.1620097551,5.63826391,,0.34804882,-0.34340123,0.5030130790070357,,0.0310508893140771,-0.030636258393428636,,27.06045809683435,,,,0.08514172281442557,,,800.0,8.0974658,0.07727224637252456,,1230.42,428.123,2019,2026.0,Transit,TESS,1.2,1.8109,6139.95,0.64816,10.345,10.083,245.8180089,62.9251213,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1291
HD 220689 b,HD 220689,,Confirmed,2266.4,,13.690507448922078,,,,1.2213873658586962,,,381.3940884,,69.92224954,-34.96112477,1.200000001530355,,0.22000000028056504,-0.11000000014028252,,,3.396,0.054,0.1074,46.8778,2012,2012.0,Radial Velocity,La Silla Observatory,1.016,1.068,5921.0,0.093,6.653,6.326,351.4707282,-20.6167923,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 220689
GJ 163 b,GJ 163,,Confirmed,8.63182,,3.2464233594486034,,,,0.28962699083672494,,,10.6,,0.6,-0.6,0.03335132977436512,,0.001887811119303686,-0.001887811119303686,,,0.0607,0.073,5.3165,15.1285,2013,2013.0,Radial Velocity,La Silla Observatory,0.4,0.409738,3500.0,-1.708,7.948,7.135,62.3228353,-53.3711768,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/GJ 163
WASP-104 b,WASP-104,,Confirmed,1.7554137,12.745,,0.415,-0.415,1.1370346961897835,,0.03702388379119342,-0.03702388379119342,404.263,,14.937,-14.937,1.2719536442051098,,0.04699705781506526,-0.04699705781506526,14740.0,1.76208,0.02918,0.0,867.7365,185.932,2014,2014.0,Transit,SuperWASP,1.076,0.963,5475.0,-0.18964,10.36,9.882,160.6023689,7.4350768,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-104
HAT-P-53 b,HAT-P-53,,Confirmed,1.9616241,14.773462,,1.020019,-1.020019,1.318002265738824,,0.09100015643568511,-0.09100015643568511,471.65972,,17.79848,-17.79848,1.4840074399061052,,0.05600028075117378,-0.05600028075117378,14086.2146,2.7936,0.03159,0.134,1400.0226,666.802,2015,2015.0,Transit,HATNet,1.093,1.209,5956.0,0.21748,12.468,12.1,21.8711012,38.9681137,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HAT-P-53
HD 111591 b,HD 111591,,Confirmed,1056.4,,12.92979106734314,,,,1.1535206793294535,,,1398.452,,127.132,-127.132,4.400022059020797,,0.400002005365527,-0.400002005365527,,,2.5,0.26,6.0912,114.166,2017,2017.0,Radial Velocity,Multiple Observatories,1.94,8.03,4884.0,1.58058,,,192.5725483,22.8631285,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 111591
K2-155 b,K2-155,,Confirmed,6.342,1.8,,0.2,-0.1,0.16058552005818832,,0.017842835562020928,-0.008921417781010464,,3.8944459368634723,,,,0.012253297238563205,,,680.0,2.4096,0.0562,,19.9,72.7998,2018,2018.0,Transit,K2,0.65,0.58,4258.0,-1.22915,10.274,9.496,65.469614,21.3532633,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-155
HD 180053 b,HD 180053,,Confirmed,213.72,,13.331806865185872,,,,1.189386188200666,,,697.31902,,20.34112,-20.34112,2.1940109994299157,,0.06400032085848432,-0.06400032085848432,,,0.843,0.081,17.673,137.043,2018,2018.0,Radial Velocity,W. M. Keck Observatory,1.75,4.06,5131.0,1.09897,6.328,5.84,288.4008374,34.9146658,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 180053
TOI-1669 c,TOI-1669,,Confirmed,2.6800535,2.2963977,,0.10169388,-0.09022874,0.2048712327305153,,0.009072535892519443,-0.0080496828539417,,5.888830278378746,,,,0.01852833213202603,,,456.0,1.9284255,0.0376,0.0,342.997,111.276,2020,2024.0,Transit,TESS,0.9867,1.0561,5497.0,-0.03574,8.905,8.462,45.9564744,83.5874273,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1669
K2-165 d,K2-165,,Confirmed,14.101361,2.64809498,,0.25333143,-0.14795979,0.2362476164037655,,0.022600755240908075,-0.013200111013805742,,7.500658959517047,,,,0.02359971230980183,,,1450.825,2.7078373,0.10755967990645049,,37.0819,134.591,2018,2018.0,Transit,K2,0.834847,0.803827,5185.0,-0.36982,10.055,9.536,184.9004881,0.968327,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-165
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,,Confirmed,246.36,,11.909432390939646,,,,1.062490218942709,,,9057.77,,603.85,-603.85,28.49893153682558,,1.8999245739858845,-1.8999245739858845,,,0.36,0.345,,20.77,2013,2013.0,Astrometry,Paranal Observatory,0.075,,,,13.547,12.062,125.7620668,-49.2003008,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/DENIS-P J082303.1-491201
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,,Confirmed,5.118,,14.025105082209699,,,,1.2512382186096582,,,127.132,,120.7754,-120.7754,0.400002005365527,,0.3800019050972507,-0.3800019050972507,,,0.05733640365765687,0.28,291.85631991485815,914.221,2014,2014.0,Radial Velocity,Multiple Observatories,0.96,0.89,5725.0,-0.01797,13.474,13.105,132.7531307,11.8865128,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/NGC 2682 YBP 1514
HD 14067 b,HD 14067,,Confirmed,2744.0,,12.239878245680647,,,,1.0919706741841848,,,4862.7746271,,1970.5361234,-1430.2278315,15.300000019512023,,6.200000007906834,-4.500000005738831,,,5.15,0.65,2.9812,142.024,2014,2014.0,Radial Velocity,Okayama Astrophysical Observatory,2.4,12.4,4815.0,1.898,4.718,4.097,34.293348,23.7676546,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 14067
