name,hostname,IC,disposition,period,rade,rade_est,rade_err1,rade_err2,radj,radj_est,radj_err1,radj_err2,masse,masse_est,masse_err1,masse_err2,massj,massj_est,massj_err1,massj_err2,tran_depth_ppm,tran_dur_hr,semi_au,eccen,insol,distance_pc,year_discovered,year_confirmed,discoverymethod,facility,st_mass,st_rad,st_teff,st_log_lum,Jmag,Kmag,ra,dec,flag_tran,flag_kepler,flag_k2,url
GJ 3021 b,GJ 3021,,Confirmed,133.71,,13.082433915034372,,,,1.1671385854848197,,,1071.04,,28.6,-28.6,3.3698687020316993,,0.0899856633534757,-0.0899856633534757,,,0.49,0.511,2.7517,17.5559,2000,2000.0,Radial Velocity,La Silla Observatory,0.9,0.9,5540.0,-0.18,5.366,4.859,4.0634323,-79.8514218,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/GJ 3021
HD 221287 b,HD 221287,,Confirmed,456.1,,13.132461056418892,,,,1.1716017157716294,,,982.05,,251.08,-251.08,3.089874849520308,,0.7899860263912825,-0.7899860263912825,,,1.25,0.08,1.0624,55.9231,2007,2007.0,Radial Velocity,La Silla Observatory,1.25,1.13864,6304.0,0.22011,6.843,6.569,352.836223,-58.209754,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 221287
HD 47536 b,HD 47536,,Confirmed,712.13,,12.642598311267959,,,,1.1278990137231881,,,2330.0,,750.0,-750.0,7.330999846629314,,2.3597638991296073,-2.3597638991296073,,,1.93,0.2,47.5699,122.536,2002,2002.0,Radial Velocity,La Silla Observatory,2.1,23.47,4380.0,2.24845,3.179,2.383,99.448958,-32.3394531,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 47536
HD 107148 b,HD 107148,,Confirmed,48.056,,9.595493286369997,,,,0.8560540442258782,,,66.741,,11.441,-11.441,0.2099906698557455,,0.035997411693255786,-0.035997411693255786,,,0.269,0.05,18.2517,49.4156,2005,2005.0,Radial Velocity,W. M. Keck Observatory,1.12,1.169193,5797.0,0.12081,6.858,6.474,184.8059773,-3.3199927,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 107148
HD 179949 b,HD 179949,,Confirmed,3.092514,,13.854180134990564,,,,1.2359892899762674,,,291.12,,24.154,-24.154,0.9159659550861484,,0.07599698295943538,-0.07599698295943538,,,0.0443,0.022,1020.1193,27.4573,2000,2000.0,Radial Velocity,Anglo-Australian Telescope,1.21,1.266865,6168.0,0.30146,5.296,4.936,288.8890182,-24.1797939,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 179949
HD 188015 b,HD 188015,,Confirmed,461.2,,13.556775731413682,,,,1.2094566006340515,,,476.72,,41.32,-41.32,1.4999288613240886,,0.13000725908271385,-0.13000725908271385,,,1.203,0.137,0.7914,50.6706,2004,2004.0,Radial Velocity,W. M. Keck Observatory,1.09,1.125296,5746.0,0.05892,7.008,6.632,298.0191857,28.0999769,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 188015
HD 27442 b,HD 27442,,Confirmed,428.1,,13.533387372589754,,,,1.207370027431247,,,495.8,,44.5,-44.5,1.5599612549179458,,0.14001265801502338,-0.14001265801502338,,,1.271,0.06,4.3915,18.2704,2000,2000.0,Radial Velocity,Anglo-Australian Telescope,1.23,3.18,4846.0,0.8509,2.374,1.745,64.1205476,-59.3028771,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 27442
HD 46375 b,HD 46375,,Confirmed,3.023573,,10.01745263502587,,,,0.8936988005854991,,,71.8,,6.0,-6.0,0.22590806394334106,,0.01887811119303686,-0.01887811119303686,,,0.0398,0.063,359.0994,29.5529,2000,2000.0,Radial Velocity,W. M. Keck Observatory,0.92,0.914196,5285.0,-0.24502,6.452,6.0,98.3030763,5.4625071,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 46375
HAT-P-2 b,HAT-P-2,,Confirmed,5.6335158,10.659759,,0.437151,-0.594077,0.951001634838863,,0.03900006704386505,-0.05300009111089352,2866.81223114,,31.7828407,-31.7828407,9.020000011503168,,0.10000000012752958,-0.10000000012752958,5651.000000000001,4.2888,0.06814,0.5172,588.518,127.774,2007,2007.0,Transit,HATNet,1.33,1.39,6380.0,0.53,7.796,7.603,245.1514324,41.0479601,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HAT-P-2
HD 109749 b,HD 109749,,Confirmed,5.239891,,11.126691478173218,,,,0.9926586319719213,,,85.8141,,14.30235,-14.30235,0.2700013536217307,,0.04500022560362179,-0.04500022560362179,,,0.0615,0.0,409.4961,63.0821,2005,2005.0,Radial Velocity,W. M. Keck Observatory,1.13,1.22,5824.0,0.19,7.057,6.678,189.3173489,-40.8121458,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 109749
HD 149143 b,HD 149143,,Confirmed,4.07182,,13.628684966562838,,,,1.215871923924837,,,422.7139,,47.6745,-47.6745,1.3300066678403772,,0.15000075201207264,-0.15000075201207264,,,0.053,0.0167,796.9815,73.2801,2005,2005.0,Radial Velocity,Haute-Provence Observatory,1.2,1.44,5856.0,0.35,6.759,6.434,248.2126715,2.0844547,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 149143
HD 224693 b,HD 224693,,Confirmed,26.6904,,14.01906699484821,,,,1.2506995356101573,,,222.481,,38.1396,-38.1396,0.7000035093896723,,0.1200006016096581,-0.1200006016096581,,,0.191,0.104,111.6692,93.5015,2006,2006.0,Radial Velocity,W. M. Keck Observatory,1.31,1.93,5894.0,0.61,7.136,6.808,359.9749837,-22.4279999,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 224693
HD 231701 b,HD 231701,,Confirmed,141.63,,13.726757879722292,,,,1.2246214182377995,,,359.1479,,79.4575,-79.4575,1.1300056651576138,,0.25000125335345436,-0.25000125335345436,,,0.567,0.13,9.1798,108.877,2007,2007.0,Radial Velocity,W. M. Keck Observatory,1.21,1.53,6101.0,0.47,7.952,7.657,293.017622,16.4743566,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 231701
HIP 14810 b,HIP 14810,,Confirmed,6.673892,,12.998600078119013,,,,1.1596594186517495,,,1239.537,,155.7367,-155.7367,3.9000195523138883,,0.4900024565727706,-0.4900024565727706,,,0.0696,0.14399,201.7351,50.48,2005,2005.0,Radial Velocity,W. M. Keck Observatory,1.01,1.07,5544.0,-0.01,7.202,6.828,47.809275,21.0971302,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HIP 14810
HIP 14810 d,HIP 14810,,Confirmed,981.8,,14.124918037403985,,,,1.2601429493421132,,,187.5197,,31.783,-31.783,0.5900029579141524,,0.10000050134138175,-0.10000050134138175,,,1.94,0.185,0.2597,50.48,2009,2009.0,Radial Velocity,W. M. Keck Observatory,1.01,1.07,5544.0,-0.01,7.202,6.828,47.809275,21.0971302,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HIP 14810
HD 207832 b,HD 207832,,Confirmed,160.07,,14.157388559503028,,,,1.2630397802742441,,,177.9848,,28.92253,-28.92253,0.5600028075117378,,0.09100045622065739,-0.09100045622065739,,,0.586,0.197,2.2605,58.9291,2012,2012.0,Radial Velocity,W. M. Keck Observatory,1.05,0.89,5726.0,-0.11,7.587,7.207,328.1517893,-26.0271749,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 207832
HD 37605 c,HD 37605,,Confirmed,2720.0,,13.114043951931787,,,,1.1699586489371696,,,1013.8777,,120.7754,-120.7754,3.190015992790078,,0.3800019050972507,-0.3800019050972507,,,3.74,0.03,0.0431,46.7864,2012,2012.0,Radial Velocity,Multiple Observatories,0.94,0.91,5329.0,-0.22,7.266,6.815,85.0074276,6.0595116,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 37605
HD 1605 c,HD 1605,,Confirmed,2149.0,,13.041280852575563,,,,1.1634671488531891,,,1150.5446,,73.1009,-73.1009,3.620018148558019,,0.23000115308517802,-0.23000115308517802,,,3.584,0.099,0.5026,88.8047,2015,2015.0,Radial Velocity,Multiple Observatories,1.33,3.49,4915.0,0.81,5.85,5.272,5.1317548,30.9750611,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 1605
HD 55696 b,HD 55696,,Confirmed,1827.0,,12.94686722609926,,,,1.1550441147930355,,,1357.12729789,,317.828407,-219.30160083,4.270000005445512,,1.0000000012752959,-0.6900000008799541,,,3.18,0.705,0.2662,77.9693,2018,2018.0,Radial Velocity,W. M. Keck Observatory,1.29,1.52,6012.0,0.43,6.9,6.591,108.0622029,-38.174639,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 55696
HD 148164 c,HD 148164,,Confirmed,5062.0,,12.839462348363128,,,,1.1454620769330117,,,1640.0028,,260.6206,-260.6206,5.160025869215298,,0.8200041109993305,-0.8200041109993305,,,6.15,0.125,0.0565,77.1971,2018,2018.0,Radial Velocity,W. M. Keck Observatory,1.21,1.34,6032.0,0.33,7.229,6.906,246.4351678,11.9190729,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 148164
HD 211810 b,HD 211810,,Confirmed,1558.0,,14.046112212478985,,,,1.2531123524647823,,,212.9461,,139.8452,-139.8452,0.6700033589872577,,0.4400022059020797,-0.4400022059020797,,,2.656,0.68,0.1665,64.6353,2018,2018.0,Radial Velocity,W. M. Keck Observatory,1.03,1.13,5652.0,0.07,7.339,6.969,334.5286724,61.1349912,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 211810
HD 221416 b,HD 221416,,Confirmed,14.2767,9.17,,0.34,-0.31,0.8180940105186595,,0.030332820455435575,-0.027656395121132434,60.5,,5.7,-5.7,0.19035428786312167,,0.017934205633385016,-0.017934205633385016,762.9377,8.571366,0.1228,0.115,495.9065,95.5483,2018,2019.0,Transit,TESS,1.212,2.943,5080.0,0.71181,6.568,6.043,353.0331863,-21.8012007,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 221416
Kepler-595 c,Kepler-595,,Confirmed,12.38602,1.009,,0.024,-0.024,0.09001710541039556,,0.002141140267442511,-0.002141140267442511,3.3,,1.7,-1.0,0.010382961156170272,,0.005348798171360443,-0.0031463518655061432,151.29999999999998,2.604,0.0983,0.0,50.23,643.009,2018,2020.0,Transit,Kepler,0.93,0.821,5138.5,-0.34768,13.335,12.862,294.5703593,50.6730147,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-595
Kepler-595 b,Kepler-595,,Confirmed,25.3029092,3.708,,0.01,-0.01,0.330806171319868,,0.0008921417781010463,-0.0008921417781010463,17.4,,7.1,-3.8,0.054746522459806886,,0.022339098245093614,-0.011956137088923343,2105.7000000000003,4.5204,0.1582,0.0,17.382,643.009,2011,2016.0,Transit,Kepler,0.93,0.821,5138.5,-0.34768,13.335,12.862,294.5703593,50.6730147,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-595
PSR B1257+12 b,PSR B1257+12,,Confirmed,25.262,,0.3384132578097558,,,,0.03019126055553633,,,0.02,,0.002,-0.002,6.292703731012286e-05,,6.292703731012286e-06,-6.292703731012286e-06,,,0.19,0.0,,600.0,1994,1994.0,Pulsar Timing,Arecibo Observatory,1.4,,,,,,195.0149029,12.6823534,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/PSR B1257+12
PSR B1257+12 c,PSR B1257+12,,Confirmed,66.5419,,1.9081517955315903,,,,0.1702341935752257,,,4.3,,0.2,-0.2,0.013529313021676415,,0.0006292703731012286,-0.0006292703731012286,,,0.36,0.0186,,600.0,1992,1992.0,Pulsar Timing,Arecibo Observatory,1.4,,,,,,195.0149029,12.6823534,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/PSR B1257+12
OGLE-TR-211 b,OGLE-TR-211,,Confirmed,3.67724,15.244,,2.018,-1.009,1.359980926537235,,0.18003421082079113,-0.09001710541039556,327.351,,63.563,-63.563,1.0299614295253015,,0.199991563627167,-0.199991563627167,7230.0,4.4112,0.051,0.0,710.2804,1515.26,2007,2007.0,Transit,OGLE,1.33,1.64,6325.0,0.26657,13.767,13.379,160.0598236,-62.4555353,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/OGLE-TR-211
Lupus-TR-3 b,Lupus-TR-3,,Confirmed,3.91405,9.976,,0.785,-0.785,0.8900006378336038,,0.07003312958093214,-0.07003312958093214,257.431,,57.207,-57.207,0.8099685070891119,,0.17999335117000995,-0.17999335117000995,12440.098459722623,,0.0464,0.0,15.9599,773.409,2007,2007.0,Transit,Multiple Observatories,0.87,0.82,5000.0,-1.46393,16.211,15.068,232.5774696,-42.9799461,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/Lupus-TR-3
2MASS J04414489+2301513 b,2MASS J04414489+2301513,,Confirmed,,,12.629952913044956,,,,1.1267708649176416,,,2383.6,,794.5,-794.5,7.499644306620443,,2.4997765571446307,-2.4997765571446307,,,15.0,,,120.42398696,2010,2010.0,Imaging,Hubble Space Telescope,0.019,0.231916,2936.0,-2.44363,14.419,13.161,70.4371079,23.0308544,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/2MASS J04414489+2301513
WASP-21 b,WASP-21,,Confirmed,4.322482,11.99,,0.56,-0.56,1.0696779919431545,,0.049959939573658595,-0.049959939573658595,95.345,,3.496,-3.496,0.2999889186166832,,0.010999646121809476,-0.010999646121809476,10820.0,3.3552,0.052,0.0,705.0438,258.426,2010,2010.0,Transit,SuperWASP,1.01,1.06,5800.0,0.30426,10.35,9.982,347.4928024,18.3961597,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-21
CoRoT-10 b,CoRoT-10,,Confirmed,13.2406,10.87,,0.78,-0.78,0.9697581127958372,,0.06958705869188161,-0.06958705869188161,874.0,,50.85,-50.85,2.749911530452369,,0.15999199236098738,-0.15999199236098738,16103.6,2.98,0.1055,0.53,16.1089,338.386,2010,2010.0,Transit,CoRoT,0.89,0.79,5075.0,-0.72608,12.527,11.782,291.0636813,0.7460143,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/CoRoT-10
CoRoT-12 b,CoRoT-12,,Confirmed,2.828042,16.14,,1.46,-1.46,1.4399168298550888,,0.13025269960275276,-0.13025269960275276,291.438,,22.247,-20.658,0.9169664949793793,,0.06999688995191516,-0.06499733683762592,17440.0,2.57424,0.04016,0.07,661.1334,1126.37,2010,2010.0,Transit,CoRoT,1.078,1.116,5675.0,0.07,14.024,13.557,100.7656871,-1.2964437,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/CoRoT-12
CoRoT-13 b,CoRoT-13,,Confirmed,4.03519,9.92,,0.157,-0.157,0.8850046438762379,,0.014006625916186427,-0.014006625916186427,415.704,,20.976,-20.976,1.3079510558983658,,0.06599787673085686,-0.06599787673085686,11850.4723,3.14,0.051,0.0,546.5339,1148.93,2010,2010.0,Transit,CoRoT,1.09,1.01,5945.0,0.07314,13.71,13.376,102.7211432,-5.0864557,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/CoRoT-13
HD 285968 b,HD 285968,,Confirmed,8.7836,,2.8307433744427866,,,,0.25254244274231435,,,8.4,,,,0.026429355670251602,,,,,,0.066,0.0,5.0456,9.47045,2008,2008.0,Radial Velocity,La Silla Observatory,0.5,0.478214,3703.49,-1.658,6.462,5.607,70.7353853,18.953358,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 285968
HD 205739 b,HD 205739,,Confirmed,279.8,,13.610950997657234,,,,1.2142898024696134,,,435.41,,22.25,-28.6,1.3699530657600298,,0.07000632900751169,-0.0899856633534757,,,0.896,0.27,2.8535,92.5087,2008,2008.0,Radial Velocity,Las Campanas Observatory,1.22,1.33,6176.0,0.36,7.585,7.299,324.5351273,-31.7378373,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 205739
CoRoT-3 b,CoRoT-3,,Confirmed,4.2568,11.32,,0.78,-0.78,1.0099044928103844,,0.06958705869188161,-0.06958705869188161,6883.91,,317.8,-317.8,21.659203070476394,,0.9999106228578524,-0.9999106228578524,4398.0,3.384,0.05783,0.0,735.4472,768.771,2008,2008.0,Transit,CoRoT,1.37,1.56,6740.0,0.39086,11.936,11.618,292.0552827,0.1218359,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/CoRoT-3
HD 16417 b,HD 16417,,Confirmed,17.24,,5.004342774299598,,,,0.44645832608907665,,,22.1,,2.0,-2.0,0.06953437622768577,,0.0062927037310122865,-0.0062927037310122865,,,0.14,0.2,141.5514,25.3936,2008,2008.0,Radial Velocity,Anglo-Australian Telescope,1.2,1.639984,5841.0,0.44317,4.596,4.246,39.2441029,-34.5790905,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 16417
AB Pic b,AB Pic,,Confirmed,,,12.307494549765911,,,,1.0980030071597096,,,4290.5,,158.9,-158.9,13.499422678954108,,0.4999553114289262,-0.4999553114289262,,,260.0,,,50.0475,2005,2005.0,Imaging,Paranal Observatory,0.9,0.999394,5285.0,-0.22631,7.576,6.981,94.8039208,-58.0541184,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/AB Pic
CT Cha b,CT Cha,,Confirmed,,24.66,,9.08,-6.73,2.20002162479718,,0.81006473451575,-0.6004114166620041,5403.0,,1907.0,-1907.0,16.99973912932969,,6.000093007520215,-6.000093007520215,,,440.0,,,190.72,2007,2007.0,Imaging,Paranal Observatory,,1.679694,4403.0,-0.10177,9.715,8.661,166.0375038,-76.4553693,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/CT Cha
HD 9446 b,HD 9446,,Confirmed,30.052,,14.019091948294854,,,,1.2507017618113832,,,222.472,,19.069,-19.069,0.6999751922228827,,0.05999778372333664,-0.05999778372333664,,,0.189,0.2,30.7942,50.3503,2009,2009.0,Radial Velocity,Haute-Provence Observatory,1.0,1.0,5793.0,0.04139,7.207,6.851,23.3350424,29.2649187,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 9446
Kepler-4 b,Kepler-4,,Confirmed,3.21346,4.002,,0.213,-0.213,0.3570351395960387,,0.019002619873552284,-0.019002619873552284,24.472,,3.814,-3.814,0.07699752285266634,,0.01200018601504043,-0.01200018601504043,869.9999999999999,3.98235,0.0456,0.0,1245.431,487.916,2009,2009.0,Transit,Kepler,1.223,1.487,5857.0,0.354,11.122,10.805,285.6154492,50.1357712,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-4
GJ 876 c,GJ 876,,Confirmed,30.0881,,14.006710701565696,,,,1.2495971790641773,,,226.9846,,1.2395,-1.2395,0.7141734196511657,,0.0038999031372948644,-0.0038999031372948644,,,0.12959,0.25591,0.7384,4.67517,2000,2000.0,Radial Velocity,Multiple Observatories,0.32,0.3,3293.74,-1.90658,5.934,5.01,343.3239737,-14.2665958,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/GJ 876
HIP 79431 b,HIP 79431,,Confirmed,111.7,,13.357542898664907,,,,1.1916822072675914,,,667.415,,,,2.0999224303167825,,,,,,0.36,0.29,0.2179,14.5324,2009,2009.0,Radial Velocity,W. M. Keck Observatory,0.49,0.478625,3191.0,-1.54921,7.555,6.589,243.1742467,-18.8764247,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HIP 79431
TOI-907.01,TOI-907,,Confirmed,4.5849129,9.6158851,,0.6116279,-0.6116279,0.8578732831129358,,0.054565880224220896,-0.054565880224220896,,66.98198376426983,,,,0.21074888957201257,,,2101.0683,5.2493974,0.055225481,,1729.6714,312.529,2019,2024.0,Transit,TESS,1.069357,2.059789,6272.0,0.75862,9.321,9.034,262.1834072,-62.840383,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-907
WASP-31 b,WASP-31,,Confirmed,3.4059096,17.363,,0.56,-0.56,1.5490257693168465,,0.049959939573658595,-0.049959939573658595,151.916,,9.217,-9.217,0.47798119000023126,,0.028999925144370123,-0.028999925144370123,16150.0,2.6472,0.04659,0.0,970.9417,383.829,2010,2010.0,Transit,SuperWASP,1.163,1.252,6302.0,0.33572,10.912,10.65,169.4388603,-19.0547781,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-31
24 Sex b,24 Sex,,Confirmed,452.8,,13.38919742115626,,,,1.194506239465629,,,632.46,,82.63,-120.77,1.9899417008580154,,0.25998305464677257,-0.3799849147971769,,,1.333,0.09,8.2099,72.0691,2010,2010.0,Radial Velocity,Lick Observatory,1.54,4.9,5098.0,1.164,5.292,4.285,155.8684866,-0.9023998,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/24 Sex
WASP-37 b,WASP-37,,Confirmed,3.577469,13.002,,0.785,-0.673,1.1599627398869805,,0.07003312958093214,-0.06004114166620042,572.07,,54.029,-54.029,1.7999335117000994,,0.16999424494143142,-0.16999424494143142,14270.0,3.1296,0.0446,0.0,545.3338,392.791,2010,2010.0,Transit,SuperWASP,0.925,1.003,5800.0,-0.021,11.499,11.093,221.9438866,1.0650227,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-37
Kepler-9 d,Kepler-9,,Confirmed,1.592851,1.64,,0.19,-0.14,0.14631125160857159,,0.01695069378391988,-0.012489984893414649,8.41466053,,4.18940522,-4.18940522,0.026475482856166414,,0.013181342929308174,-0.013181342929308174,248.3,1.97,0.0273,0.0,1339.658,628.257,2010,2010.0,Transit,Kepler,1.07,1.02,5777.0,-0.038,12.71,12.337,285.5739904,38.4008192,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-9
KOI-217 b,KOI-217,,Confirmed,3.90512,12.442,,0.224,-0.224,1.1100028003133218,,0.019983975829463436,-0.019983975829463436,,3351.3732223598454,,,,10.544599390179235,,,17560.0,2.85516,0.0477,0.0,272.033,914.699,2010,2010.0,Transit,Kepler,0.95,0.86,5545.0,-0.16872,13.927,13.469,294.8654667,46.2858128,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/KOI-217
HD 90156 b,HD 90156,,Confirmed,49.77,,4.431707881259858,,,,0.39537117492115903,,,17.98,,1.46,-1.46,0.056571406541800456,,0.0045936737236389686,-0.0045936737236389686,,,0.25,0.31,11.52,21.9496,2011,2011.0,Radial Velocity,La Silla Observatory,0.84,0.920286,5599.0,-0.14267,5.685,5.245,155.9801144,-29.645103,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 90156
HD 177830 c,HD 177830,,Confirmed,110.9,,7.870454440107953,,,,0.7021561218661184,,,47.6725,,6.35633,-6.35633,0.1499944593083416,,0.019999250753272663,-0.019999250753272663,,,0.5137,0.3,18.3487,62.7674,2010,2010.0,Radial Velocity,W. M. Keck Observatory,1.47,2.62,4949.0,0.68502,5.367,4.809,286.3363574,25.9204327,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 177830
ups And b,ups And,,Confirmed,4.617033,,14.030121295044154,,,,1.2516857359134046,,,218.531,,1.39839,-1.39839,0.687575419520923,,0.004399826985205135,-0.004399826985205135,,,0.05922166,0.0215,955.9835,13.4054,1996,1996.0,Radial Velocity,Lick Observatory,1.3,1.56,6156.77,0.52541,3.175,2.859,24.1983534,41.4038147,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/ups And
ups And d,ups And,,Confirmed,1276.46,,12.457522224408926,,,,1.111387602801748,,,3257.74117175,,222.4798849,-1048.8337431,10.250000013071782,,0.700000000892707,-3.300000004208476,,,2.51329,0.2987,0.5308,13.4054,1999,1999.0,Radial Velocity,Multiple Observatories,1.3,1.56,6156.77,0.52541,3.175,2.859,24.1983534,41.4038147,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/ups And
